weekly_hours,coding_months,money_spent,employed_dev,career_interests,expected_salary,willing_relocate,last_year_income,age,region,education_level,field_of_study,marital_status,disability_benefits,home_internet
5.0,58.0,0.0,1,Full-Stack Web Developer,62499,No,104999.0,32.0,North America,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
20.0,36.0,0.0,1,Data Engineer,24999,Yes,32499.0,28.0,Sub-Saharan Africa,Bachelor’s degree,Mathematics or statistics,"Single, never married",0,1
2.0,5.0,0.0,0,DevOps / SysAdmin,39999,Yes,1000.0,18.0,Europe and Central Asia,Some high school,I didn't attend a university,"Single, never married",0,1
3.0,30.0,0.0,0,DevOps / SysAdmin,39999,Yes,17499.0,35.0,North America,"Trade, technical, or vocational training","Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,0
3.0,12.0,100.0,0,Back-End Web Developer,24999,Maybe,8499.0,30.0,Latin America and Caribbean,"Some college credit, no degree",I didn't attend a university,Divorced,0,1
6.0,10.0,100.0,0,Information Security,62499,Maybe,12499.0,32.0,Europe and Central Asia,"Some college credit, no degree","Computer science, computer engineering, or software engineering",Divorced,0,1
0.0,24.0,14000.0,1,Back-End Web Developer,62499,No,67499.0,36.0,North America,"Professional degree (MBA, MD, JD, etc.)","A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
10.0,5.0,50.0,0,Information Security,62499,Yes,32499.0,25.0,North America,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
2.0,24.0,0.0,0,Game Developer,39999,Maybe,37499.0,37.0,East Asia and Pacific,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
2.0,240.0,5000.0,1,Full-Stack Web Developer,62499,No,139999.0,32.0,North America,Bachelor’s degree,"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
2.0,300.0,20.0,0,Data Engineer,112499,Maybe,1999.0,45.0,Latin America and Caribbean,Associate’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
20.0,30.0,3000.0,1,Data Scientist,62499,Maybe,44999.0,32.0,North America,Master's degree (non-professional),"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
2.0,36.0,1000.0,0,Front-End Web Developer,62499,No,82499.0,63.0,North America,Ph.D.,"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
20.0,36.0,300.0,1,Back-End Web Developer,39999,Yes,12499.0,27.0,North America,Bachelor’s degree,"A social science (e.g., sociology, psychology, political science, economics)","Single, never married",0,1
10.0,24.0,0.0,0,Front-End Web Developer,62499,Yes,22499.0,29.0,North America,Master's degree (non-professional),"Computer science, computer engineering, or software engineering","Single, never married",0,1
2.0,5.0,0.0,0,Data Scientist,24999,Yes,12499.0,32.0,Latin America and Caribbean,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
4.0,7.0,0.0,0,Back-End Web Developer,62499,Maybe,27499.0,50.0,East Asia and Pacific,"Some college credit, no degree",Languages,Married or domestic partnership,1,1
0.0,0.0,0.0,0,Data Scientist,2499,Maybe,1999.0,45.0,Europe and Central Asia,Associate’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
12.0,72.0,200.0,1,Full-Stack Web Developer,15499,Yes,17499.0,26.0,Latin America and Caribbean,"Some college credit, no degree","Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
20.0,14.0,12000.0,1,Back-End Web Developer,87499,No,82499.0,47.0,North America,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
9.0,24.0,160.0,0,Front-End Web Developer,39999,No,17499.0,38.0,North America,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
50.0,11.0,20000.0,0,Front-End Web Developer,112499,No,139999.0,33.0,North America,Master's degree (non-professional),"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
10.0,12.0,100.0,0,Full-Stack Web Developer,24999,Yes,12499.0,33.0,Latin America and Caribbean,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Married or domestic partnership,0,1
3.0,60.0,5.0,0,Full-Stack Web Developer,62499,Maybe,5999.0,21.0,North America,"Some college credit, no degree","Computer science, computer engineering, or software engineering","Single, never married",0,1
6.0,350.0,2000.0,1,Teacher / Trainer / Developer Evangelist,142499,Maybe,32499.0,44.0,Latin America and Caribbean,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,0
4.0,48.0,600.0,1,Full-Stack Web Developer,24999,Maybe,27499.0,26.0,South Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
30.0,6.0,30.0,1,Full-Stack Web Developer,62499,Yes,44999.0,27.0,East Asia and Pacific,Master's degree (non-professional),"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
6.0,3.0,0.0,0,Full-Stack Web Developer,39999,Yes,27499.0,33.0,Europe and Central Asia,"Trade, technical, or vocational training",I didn't attend a university,"Single, never married",0,1
40.0,12.0,0.0,1,Full-Stack Web Developer,7499,Yes,1000.0,30.0,Southeast Asia,"Some college credit, no degree","A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,0
6.0,42.0,30.0,0,Back-End Web Developer,2499,Yes,1000.0,31.0,Latin America and Caribbean,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
20.0,16.0,50.0,1,Full-Stack Web Developer,62499,Yes,37499.0,29.0,East Asia and Pacific,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
15.0,10.0,75.0,0,Full-Stack Web Developer,87499,Yes,139999.0,60.0,North America,"Some college credit, no degree","A natural science (e.g., biology, chemistry, physics)",Married or domestic partnership,0,1
1.0,24.0,0.0,0,Information Security,2499,Yes,1000.0,19.0,Southeast Asia,High school diploma or equivalent (GED),I didn't attend a university,"Single, never married",0,0
25.0,7.0,1900.0,0,Full-Stack Web Developer,87499,Yes,37499.0,25.0,North America,Bachelor’s degree,"Fine arts or performing arts (e.g., graphic design, music, studio, art)","Single, never married",0,1
10.0,34.0,0.0,0,Front-End Web Developer,15499,Yes,5999.0,25.0,South Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
2.0,276.0,0.0,0,DevOps / SysAdmin,24999,Maybe,22499.0,39.0,Latin America and Caribbean,High school diploma or equivalent (GED),"Information systems, information technology, or system administration",Married or domestic partnership,0,1
3.0,50.0,0.0,1,Full-Stack Web Developer,39999,Yes,27499.0,25.0,Southeast Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,1
7.0,3.0,0.0,0,Teacher / Trainer / Developer Evangelist,62499,Yes,12499.0,24.0,South Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)","Single, never married",0,0
0.0,27.0,170.0,0,Front-End Web Developer,62499,Yes,17499.0,40.0,North America,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)",Divorced,0,1
5.0,55.0,500.0,1,Data Scientist,62499,No,104999.0,31.0,North America,Master's degree (non-professional),"A natural science (e.g., biology, chemistry, physics)",Married or domestic partnership,0,1
20.0,36.0,0.0,1,Game Developer,7499,No,8499.0,35.0,Europe and Central Asia,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
4.0,4.0,20.0,0,Data Engineer,24999,Maybe,32499.0,28.0,East Asia and Pacific,Bachelor’s degree,"A health science (e.g., nursing, pharmacy, radiology)",Married or domestic partnership,0,1
21.0,72.0,0.0,1,Game Developer,179999,Yes,1000.0,22.0,South Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,0
4.0,20.0,300.0,1,Full-Stack Web Developer,2499,Yes,1999.0,21.0,Middle East and North Africa,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
30.0,3.0,100.0,0,Back-End Web Developer,2499,Yes,1000.0,32.0,Europe and Central Asia,High school diploma or equivalent (GED),"A humanities discipline (e.g., literature, history, philosophy)",Married or domestic partnership,0,1
5.0,10.0,0.0,1,Front-End Web Developer,15499,Maybe,12499.0,32.0,Europe and Central Asia,High school diploma or equivalent (GED),I didn't attend a university,Married or domestic partnership,0,1
3.0,27.0,8000.0,1,Full-Stack Web Developer,39999,Yes,44999.0,33.0,Europe and Central Asia,Master's degree (non-professional),"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
20.0,24.0,0.0,0,Mobile Developer,2499,Yes,1000.0,21.0,South Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
2.0,35.0,200.0,1,Full-Stack Web Developer,87499,Yes,44999.0,20.0,North America,"Some college credit, no degree","Computer science, computer engineering, or software engineering","Single, never married",0,1
10.0,30.0,100.0,1,Full-Stack Web Developer,2499,Yes,1999.0,27.0,Latin America and Caribbean,Bachelor’s degree,"A natural science (e.g., biology, chemistry, physics)",Married or domestic partnership,0,1
1.0,48.0,50.0,1,Back-End Web Developer,7499,Maybe,12499.0,28.0,Europe and Central Asia,Master's degree (non-professional),"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
20.0,36.0,500.0,0,Data Scientist,15499,Yes,1000.0,20.0,South Asia,High school diploma or equivalent (GED),"Computer science, computer engineering, or software engineering","Single, never married",0,1
30.0,28.0,100.0,0,Full-Stack Web Developer,24999,Maybe,179999.0,45.0,Europe and Central Asia,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)",Separated,0,0
30.0,15.0,2500.0,1,Full-Stack Web Developer,39999,No,32499.0,30.0,Europe and Central Asia,"Some college credit, no degree",I didn't attend a university,Married or domestic partnership,0,1
5.0,60.0,50.0,1,Data Scientist,24999,Yes,1999.0,22.0,Europe and Central Asia,High school diploma or equivalent (GED),"Computer science, computer engineering, or software engineering","Single, never married",0,1
5.0,50.0,1000.0,1,Full-Stack Web Developer,15499,Yes,37499.0,30.0,Europe and Central Asia,Master's degree (non-professional),law,Married or domestic partnership,0,1
20.0,7.0,408.0,0,Back-End Web Developer,7499,Yes,1999.0,21.0,Europe and Central Asia,Bachelor’s degree,"A humanities discipline (e.g., literature, history, philosophy)","Single, never married",0,1
1.0,48.0,0.0,1,DevOps / SysAdmin,39999,Yes,12499.0,21.0,Europe and Central Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,0
3.0,18.0,500.0,0,Information Security,87499,Maybe,37499.0,33.0,Europe and Central Asia,Master's degree (non-professional),law,Married or domestic partnership,0,1
3.0,15.0,0.0,1,Game Developer,24999,Maybe,22499.0,49.0,Sub-Saharan Africa,Bachelor’s degree,"Another engineering discipline (e.g., civil, electrical, mechanical)",Married or domestic partnership,0,1
3.0,48.0,60.0,0,Front-End Web Developer,24999,No,17499.0,33.0,Europe and Central Asia,"Some college credit, no degree","A social science (e.g., sociology, psychology, political science, economics)",Married or domestic partnership,0,1
8.0,40.0,2000.0,1,Data Scientist,87499,Maybe,104999.0,46.0,Europe and Central Asia,Ph.D.,"A natural science (e.g., biology, chemistry, physics)",Married or domestic partnership,0,1
10.0,50.0,0.0,0,Data Scientist,2499,No,104999.0,55.0,Europe and Central Asia,Master's degree (non-professional),"Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
50.0,22.0,50.0,1,Full-Stack Web Developer,62499,Yes,3999.0,25.0,South Asia,Bachelor’s degree,"A business discipline (e.g., accounting, finance, marketing)","Single, never married",0,1
8.0,36.0,300.0,0,Full-Stack Web Developer,39999,Maybe,1000.0,15.0,North America,No high school (secondary school),I didn't attend a university,"Single, never married",0,0
5.0,42.0,15000.0,1,Full-Stack Web Developer,87499,Maybe,82499.0,46.0,North America,Bachelor’s degree,"Computer science, computer engineering, or software engineering",Divorced,0,1
5.0,36.0,200.0,1,Full-Stack Web Developer,24999,Maybe,22499.0,29.0,Latin America and Caribbean,"Some college credit, no degree","Computer science, computer engineering, or software engineering",Married or domestic partnership,0,1
3.0,24.0,0.0,1,Data Scientist,62499,Maybe,54999.0,26.0,Middle East and North Africa,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,1
5.0,36.0,0.0,1,Full-Stack Web Developer,7499,Yes,12499.0,24.0,South Asia,Bachelor’s degree,"Computer science, computer engineering, or software engineering","Single, never married",0,0
10.0,1.0,18.0,0,Front-End Web Developer,39999,Maybe,5999.0,25.0,Latin America and Caribbean,Associate’s degree,I didn't attend a university,"Single, never married",0,1
2.0,120.0,100.0,0,Data Engineer,87499,Maybe,104999.0,41.0,Europe and Central Asia,Bachelor’s degree,Computer Science-Economics,Married or domestic partnership,0,1
